Gender,Age,Department,Department_code,Years_exp,Tenure (months),Gross
1,29,Other,4,9.5,47,191881
1,31,Sales,6,10.5,34,140609
0,28,Other,4,9.0,19,118899
0,34,Operations,3,12.0,59,125930
0,31,Other,4,10.5,31,121840
0,32,Tech,7,11.0,30,189110
0,34,Other,4,12.0,22,114075
1,30,Product,5,10.0,52,129166
1,27,Other,4,8.5,37,107930
0,37,Other,4,13.5,48,157715
1,30,Finance,1,10.0,47,167190
0,28,Finance,1,9.0,46,84996
0,32,Operations,3,11.0,62,102283
1,32,Media,2,11.0,43,159715
0,32,Tech,7,11.0,24,264418
0,35,Tech,7,12.5,147,361699
0,36,Tech,7,13.0,86,895496
0,35,Tech,7,12.5,71,184600
0,35,Other,4,12.5,158,314797
0,35,Tech,7,12.5,85,228917
1,37,Media,2,13.5,38,107500
0,30,Tech,7,10.0,10,197364
0,31,Other,4,10.5,48,149739
0,36,Other,4,13.0,43,126604
0,44,Tech,7,17.0,190,290207
0,39,Engineering,0,14.5,88,330929
0,37,Other,4,13.5,132,225741
0,31,Operations,3,10.5,62,200475
1,30,Tech,7,10.0,38,113674
1,30,Tech,7,10.0,27,141696
1,31,Other,4,10.5,88,136062
0,30,Other,4,10.0,29,168783
0,30,Other,4,10.0,106,152445
0,33,Finance,1,11.5,85,102074
1,39,Media,2,14.5,120,285235
0,28,Other,4,9.0,6,242948
1,30,Other,4,10.0,71,141286
1,33,Other,4,11.5,37,169716
0,29,Engineering,0,9.5,23,166435
0,42,Other,4,16.0,87,190276
0,27,Engineering,0,8.5,20,120620
0,28,Operations,3,9.0,84,131898
0,37,Media,2,13.5,38,251374
1,37,Finance,1,13.5,144,130158
0,39,Finance,1,14.5,65,84207
0,32,Tech,7,11.0,108,267228
0,29,Other,4,9.5,58,151258
0,36,Media,2,13.0,38,264375
0,37,Other,4,13.5,170,129398
0,27,Other,4,8.5,12,76367
0,34,Other,4,12.0,70,97879
0,29,Media,2,9.5,51,154735
0,32,Media,2,11.0,28,148796
1,27,Other,4,8.5,7,151337
0,28,Other,4,9.0,72,157068
0,26,Finance,1,8.0,11,66312
0,26,Other,4,8.0,6,69138
0,43,Other,4,16.5,67,552153
0,26,Operations,3,8.0,21,129886
0,32,Other,4,11.0,19,310220
0,34,Media,2,12.0,18,297840
0,33,Engineering,0,11.5,45,199892
0,29,Finance,1,9.5,23,89433
1,26,Other,4,8.0,33,84693
1,27,Other,4,8.5,14,114684
1,31,Tech,7,10.5,67,164302
0,30,Tech,7,10.0,13,158270
0,36,Tech,7,13.0,40,203731
1,26,Other,4,8.0,7,111591
1,27,Other,4,8.5,12,88883
0,35,Other,4,12.5,97,224635
1,31,Tech,7,10.5,41,147007
0,28,Other,4,9.0,34,110352
0,33,Other,4,11.5,35,239695
0,24,Tech,7,7.0,36,100350
0,30,Operations,3,10.0,66,216467
0,36,Tech,7,13.0,113,143287
0,29,Other,4,9.5,21,149353
0,44,Other,4,17.0,143,443238
0,30,Tech,7,10.0,55,350351
1,42,Sales,6,16.0,34,495905
0,42,Media,2,16.0,50,335684
0,36,Other,4,13.0,79,168456
1,33,Other,4,11.5,68,99284
0,39,Media,2,14.5,78,268718
0,28,Media,2,9.0,10,162667
0,30,Other,4,10.0,28,177688
1,29,Other,4,9.5,11,159667
0,24,Other,4,7.0,24,89204
1,24,Media,2,7.0,12,133725
0,37,Finance,1,13.5,130,226697
1,36,Media,2,13.0,124,216763
1,32,Finance,1,11.0,14,118734
0,42,Tech,7,16.0,94,201071
0,34,Other,4,12.0,57,119519
0,27,Tech,7,8.5,11,171988
0,38,Media,2,14.0,10,302467
0,32,Tech,7,11.0,85,228221
1,28,Operations,3,9.0,81,129858
0,33,Media,2,11.5,41,227364
0,26,Media,2,8.0,48,99552
0,33,Engineering,0,11.5,37,251152
0,34,Other,4,12.0,41,96100
0,32,Finance,1,11.0,64,89757
0,29,Media,2,9.5,23,121984
0,29,Tech,7,9.5,31,87312
0,32,Other,4,11.0,37,236908
1,25,Other,4,7.5,48,128196
0,36,Media,2,13.0,66,334520
1,37,Other,4,13.5,99,120674
1,28,Tech,7,9.0,47,125306
0,34,Media,2,12.0,11,209647
0,28,Tech,7,9.0,38,106812
0,32,Tech,7,11.0,42,280300
1,25,Other,4,7.5,14,93990
0,30,Engineering,0,10.0,17,266879
0,26,Tech,7,8.0,12,119033
0,38,Other,4,14.0,63,121168
0,29,Media,2,9.5,23,153702
0,30,Other,4,10.0,35,152784
1,30,Other,4,10.0,11,100341
1,29,Media,2,9.5,22,212106
0,32,Tech,7,11.0,96,232980
0,31,Tech,7,10.5,63,226199
1,35,Other,4,12.5,91,159805
0,37,Sales,6,13.5,8,175533
0,31,Finance,1,10.5,49,121659
0,30,Other,4,10.0,7,115286
0,35,Other,4,12.5,36,171928
0,39,Tech,7,14.5,41,169465
0,24,Media,2,7.0,36,133603
0,37,Other,4,13.5,75,171423
1,34,Other,4,12.0,13,197486
1,31,Other,4,10.5,37,105609
0,27,Other,4,8.5,48,103253
0,32,Other,4,11.0,32,108623
1,28,Tech,7,9.0,15,172634
0,28,Other,4,9.0,20,124559
0,29,Media,2,9.5,95,239403
0,32,Other,4,11.0,64,175595
0,32,Tech,7,11.0,54,223424
0,34,Finance,1,12.0,98,114995
0,41,Other,4,15.5,134,134208
0,25,Engineering,0,7.5,36,108612
0,37,Product,5,13.5,167,499278
0,40,Finance,1,15.0,97,110318
0,27,Tech,7,8.5,36,80111
0,31,Other,4,10.5,87,142024
1,35,Other,4,12.5,17,263401
0,30,Other,4,10.0,58,172232
1,26,Product,5,8.0,6,154048
0,33,Finance,1,11.5,67,112193
0,31,Media,2,10.5,42,176041
1,26,Media,2,8.0,32,62087
0,37,Media,2,13.5,91,171305
1,28,Tech,7,9.0,38,88630
0,26,Operations,3,8.0,6,44375
0,35,Media,2,12.5,65,332960
1,26,Operations,3,8.0,59,141061
0,42,Other,4,16.0,88,247164
0,39,Tech,7,14.5,114,205735
0,33,Media,2,11.5,101,252353
0,35,Other,4,12.5,30,149228
1,33,Tech,7,11.5,67,218694
0,29,Other,4,9.5,15,79822
0,25,Other,4,7.5,24,102843
0,29,Tech,7,9.5,8,215200
0,36,Finance,1,13.0,103,109934
0,25,Tech,7,7.5,8,106933
0,33,Media,2,11.5,55,265121
0,32,Finance,1,11.0,76,113498
0,27,Tech,7,8.5,72,141215
0,30,Media,2,10.0,36,167346
0,39,Other,4,14.5,71,130814
0,35,Other,4,12.5,91,164386
0,29,Tech,7,9.5,9,111591
1,24,Operations,3,7.0,6,44375
0,44,Media,2,17.0,35,408674
0,28,Media,2,9.0,22,128395
0,37,Other,4,13.5,28,219914
0,26,Engineering,0,8.0,38,116817
1,32,Other,4,11.0,35,192799
0,33,Tech,7,11.5,44,109721
0,31,Other,4,10.5,52,114375
0,31,Tech,7,10.5,63,133034
1,29,Finance,1,9.5,25,99325
0,22,Product,5,6.0,12,84300
0,26,Other,4,8.0,6,60723
0,38,Operations,3,14.0,37,201104
0,32,Operations,3,11.0,65,212520
0,33,Media,2,11.5,83,261735
1,42,Other,4,16.0,143,169588
0,29,Other,4,9.5,13,260000
0,30,Tech,7,10.0,54,130294
0,28,Tech,7,9.0,42,175634
1,31,Other,4,10.5,33,126448
0,31,Tech,7,10.5,31,127201
0,35,Media,2,12.5,61,263470
1,26,Other,4,8.0,7,93185
0,30,Other,4,10.0,39,92161
0,26,Other,4,8.0,10,114686
0,27,Media,2,8.5,34,162381
0,32,Other,4,11.0,49,111723
0,33,Media,2,11.5,61,239817
0,27,Other,4,8.5,48,121771
0,31,Tech,7,10.5,15,176716
1,27,Operations,3,8.5,6,44375
0,34,Engineering,0,12.0,77,153087
0,30,Finance,1,10.0,33,93973
0,28,Media,2,9.0,23,136725
0,36,Other,4,13.0,35,104088
0,31,Other,4,10.5,37,167111
0,32,Product,5,11.0,46,286920
1,38,Tech,7,14.0,62,340533
0,33,Engineering,0,11.5,58,237892
0,41,Operations,3,15.5,164,172376
0,35,Tech,7,12.5,44,351616
0,37,Other,4,13.5,63,149638
0,25,Other,4,7.5,22,98679
0,41,Tech,7,15.5,42,312250
1,35,Tech,7,12.5,108,312856
0,31,Media,2,10.5,19,211742
0,28,Product,5,9.0,36,117426
1,29,Operations,3,9.5,95,280767
0,21,Other,4,5.5,12,70813
1,32,Tech,7,11.0,77,132061
0,38,Tech,7,14.0,117,363386
0,40,Other,4,15.0,86,243478
0,29,Tech,7,9.5,38,150234
0,28,Other,4,9.0,48,137514
0,41,Finance,1,15.5,178,235767
0,30,Operations,3,10.0,50,134925
0,37,Tech,7,13.5,23,234061
0,31,Other,4,10.5,70,251712
0,32,Finance,1,11.0,72,115594
0,37,Engineering,0,13.5,106,168397
0,25,Operations,3,7.5,12,85642
0,30,Finance,1,10.0,61,107465
0,42,Finance,1,16.0,123,385084
